T_FD[K],N_FD
2.2053961499434e-5,8930888.5185671
2.2045974674035e-5,8930439.81735767
2.20379876102877e-5,8929990.94404316
2.20300003077484e-5,8929541.89846873
2.20220127663204e-5,8929092.68050095
2.20140249855918e-5,8928643.28998661
2.20060369653318e-5,8928193.72678363
2.19980487053254e-5,8927743.9907507
2.19900602052083e-5,8927294.0817371
2.19820714646325e-5,8926843.9995929
2.19740824834302e-5,8926393.74417928
2.1966093261285e-5,8925943.31534795
2.19581037980604e-5,8925492.71296172
2.19501140933078e-5,8925041.93686372
2.19421241467585e-5,8924590.98690814
2.19341339581599e-5,8924139.86295003
2.19261435272752e-5,8923688.56484522
2.19181528538833e-5,8923237.09245041
2.19101619376159e-5,8922785.44561287
2.19021707782838e-5,8922333.62419095
2.18941793755511e-5,8921881.62803361
2.18861877290976e-5,8921429.45699066
2.18781958386196e-5,8920977.11091273
2.1870203703992e-5,8920524.58966149
2.18622113249428e-5,8920071.89308925
2.18542187010542e-5,8919619.02103898
2.1846225832087e-5,8919165.97336469
2.18382327178177e-5,8918712.74992122
2.18302393580393e-5,8918259.35056422
2.18222457523987e-5,8917805.77514008
2.18142519005598e-5,8917352.023496
2.18062578023637e-5,8916898.0954902
2.17982634575065e-5,8916443.99097159
2.17902688657008e-5,8915989.70978994
2.17822740266753e-5,8915535.25179586
2.1774278940175e-5,8915080.61684083
2.17662836059614e-5,8914625.80477717
2.17582880238119e-5,8914170.81545805
2.17502921933602e-5,8913715.64872741
2.17422961144165e-5,8913260.30444013
2.17342997866475e-5,8912804.78244186
2.17263032097363e-5,8912349.08257914
2.17183063835424e-5,8911893.20470941
2.17103093076221e-5,8911437.14867087
2.17023119818678e-5,8910980.91432269
2.16943144058692e-5,8910524.5015048
2.1686316579551e-5,8910067.91007809
2.16783185025364e-5,8909611.13988422
2.16703201744652e-5,8909154.19076576
2.16623215953113e-5,8908697.06258616
2.16543227645893e-5,8908239.7551797
2.16463236821473e-5,8907782.26840158
2.16383243476919e-5,8907324.60209783
2.16303247609464e-5,8906866.75611538
2.16223249216505e-5,8906408.73030204
2.16143248295609e-5,8905950.52450647
2.16063244842934e-5,8905492.13856827
2.15983238857955e-5,8905033.57234785
2.15903230335592e-5,8904574.82567658
2.15823219275651e-5,8904115.89841664
2.15743205673393e-5,8903656.7904012
2.15663189527388e-5,8903197.50148421
2.15583170834804e-5,8902738.03151058
2.15503149592978e-5,8902278.38032612
2.15423125799417e-5,8901818.54777749
2.15343099451794e-5,8901358.53371228
2.15263070546394e-5,8900898.33796902
2.15183039081228e-5,8900437.96039709
2.1510300505448e-5,8899977.40084675
2.15022968462941e-5,8899516.65915924
2.14942929303577e-5,8899055.73517668
2.14862887573523e-5,8898594.62874215
2.14782843270088e-5,8898133.3396996
2.14702796392298e-5,8897671.86790377
2.1462274693625e-5,8897210.21319055
2.14542694899763e-5,8896748.3754066
2.14462640279281e-5,8896286.35438963
2.14382583072963e-5,8895824.14998812
2.14302523279141e-5,8895361.76205148
2.14222460893232e-5,8894899.19041029
2.14142395913911e-5,8894436.43491578
2.14062328338482e-5,8893973.49541022
2.13982258164423e-5,8893510.37173682
2.13902185389382e-5,8893047.06373969
2.1382211000965e-5,8892583.57125405
2.13742032023221e-5,8892119.89412586
2.13661951428266e-5,8891656.03220201
2.13581868221593e-5,8891191.98532048
2.13501782400188e-5,8890727.75332019
2.13421693961214e-5,8890263.33604102
2.1334160290353e-5,8889798.73333354
2.1326150922312e-5,8889333.94502967
2.1318141291919e-5,8888868.97098185
2.13101313988076e-5,8888403.81102386
2.1302121242629e-5,8887938.46499047
2.12941108232042e-5,8887472.93272712
2.12861001403713e-5,8887007.21408021
2.12780891938341e-5,8886541.3088873
2.12700779833145e-5,8886075.21698689
2.12620665084005e-5,8885608.9382087
2.12540547690006e-5,8885142.4724029
2.12460427648892e-5,8884675.81941081
2.12380304957079e-5,8884208.979065
2.12300179612665e-5,8883741.95120873
2.12220051613926e-5,8883274.73568618
2.12139920956306e-5,8882807.33232307
2.12059787638436e-5,8882339.7409655
2.1197965165762e-5,8881871.96145082
2.11899513011342e-5,8881403.99361732
2.11819371697262e-5,8880935.83730428
2.1173922771322e-5,8880467.49235191
2.11659081055738e-5,8879998.95859172
2.11578931723012e-5,8879530.23586586
2.11498779711924e-5,8879061.32400775
2.11418625019539e-5,8878592.22285183
2.11338467644587e-5,8878122.93224313
2.11258307583004e-5,8877653.45200836
2.1117814483388e-5,8877183.78199448
2.11097979393512e-5,8876713.92203016
2.11017811259863e-5,8876243.87195467
2.10937640431075e-5,8875773.63160825
2.10857466903992e-5,8875303.2008225
2.10777290675636e-5,8874832.57943001
2.10697111744693e-5,8874361.76727396
2.10616930107073e-5,8873890.76417929
2.10536745761823e-5,8873419.56999114
2.1045655870522e-5,8872948.18453644
2.10376368935199e-5,8872476.6076527
2.10296176448406e-5,8872004.83916885
2.1021598124461e-5,8871532.87893393
2.10135783319353e-5,8871060.72676929
2.10055582669833e-5,8870588.38250684
2.09975379294897e-5,8870115.84598903
2.09895173192107e-5,8869643.11704976
2.09814964357748e-5,8869170.19551439
2.09734752789753e-5,8868697.08121881
2.09654538486238e-5,8868223.77399991
2.09574321444044e-5,8867750.27368608
2.09494101661654e-5,8867276.58011622
2.0941387913628e-5,8866802.6931207
2.09333653863865e-5,8866328.61252142
2.09253425843449e-5,8865854.3381603
2.091731950728e-5,8865379.86987076
2.09092961548422e-5,8864905.20747774
2.09012725268456e-5,8864430.35081669
2.08932486229785e-5,8863955.2997146
2.08852244430919e-5,8863480.05400895
2.08771999869114e-5,8863004.61352875
2.08691752540369e-5,8862528.97809461
2.08611502443758e-5,8862053.14754706
2.08531249577096e-5,8861577.12171819
2.08450993936949e-5,8861100.90043168
2.08370735521511e-5,8860624.48352169
2.08290474327727e-5,8860147.87081396
2.0821021035273e-5,8859671.06213529
2.08129943595279e-5,8859194.05732291
2.08049674052884e-5,8858716.85620567
2.07969401721817e-5,8858239.45860406
2.07889126599971e-5,8857761.864349
2.07808848685428e-5,8857284.07327247
2.07728567976457e-5,8856806.08520748
2.07648284468668e-5,8856327.8999693
2.07567998160714e-5,8855849.51739303
2.07487709050011e-5,8855370.93730544
2.07407417134169e-5,8854892.15953433
2.07327122410987e-5,8854413.18390856
2.07246824878457e-5,8853934.01025805
2.07166524533344e-5,8853454.6384044
2.07086221372607e-5,8852975.06817029
2.07005915394814e-5,8852495.29938881
2.06925606597309e-5,8852015.33188473
2.0684529497763e-5,8851535.16548393
2.067649805321e-5,8851054.80000399
2.06684663260053e-5,8850574.23528224
2.06604343158199e-5,8850093.4711384
2.06524020223444e-5,8849612.5073933
2.06443694454295e-5,8849131.34387812
2.06363365848046e-5,8848649.98041583
2.06283034403587e-5,8848168.41683975
2.06202700117202e-5,8847686.6529657
2.06122362985373e-5,8847204.68861058
2.06042023007574e-5,8846722.52361095
2.05961680180676e-5,8846240.15778589
2.05881334501752e-5,8845757.59095555
2.05800985969461e-5,8845274.82295045
2.05720634579877e-5,8844791.85358367
2.05640280332049e-5,8844308.6826879
2.05559923222447e-5,8843825.31007841
2.05479563249126e-5,8843341.73558083
2.0539920040895e-5,8842857.95901262
2.0531883470037e-5,8842373.98020159
2.05238466120646e-5,8841889.79896741
2.05158094668619e-5,8841405.41514008
2.05077720340566e-5,8840920.82853226
2.04997343134344e-5,8840436.03896692
2.04916963046632e-5,8839951.04625897
2.04836580075687e-5,8839465.8502336
2.04756194219959e-5,8838980.45071711
2.04675805475354e-5,8838494.84751855
2.04595413840724e-5,8838009.04046644
2.04515019313746e-5,8837523.02938124
2.04434621890931e-5,8837036.81407536
2.04354221570359e-5,8836550.39437149
2.04273818350309e-5,8836063.77009346
2.04193412226532e-5,8835576.9410479
2.04113003199074e-5,8835089.90707001
2.0403259126409e-5,8834602.66796868
2.03952176419302e-5,8834115.22356311
2.03871758662632e-5,8833627.57367358
2.03791337990849e-5,8833139.71811241
2.03710914402282e-5,8832651.65670217
2.03630487894104e-5,8832163.38925745
2.03550058463696e-5,8831674.91559399
2.03469626109991e-5,8831186.23553775
2.03389190829424e-5,8830697.34889765
2.03308752619984e-5,8830208.25549286
2.03228311478517e-5,8829718.9551346
2.03147867403422e-5,8829229.44764433
2.03067420391955e-5,8828739.73283557
2.02986970441578e-5,8828249.81052301
2.02906517551301e-5,8827759.68053153
2.02826061717652e-5,8827269.34266908
2.0274560293737e-5,8826778.79674476
2.02665141208741e-5,8826288.04257789
2.02584676530254e-5,8825797.07998892
2.02504208897933e-5,8825305.90878144
2.02423738310679e-5,8824814.52877823
2.02343264764933e-5,8824322.9397852
2.0226278826001e-5,8823831.14162748
2.02182308791435e-5,8823339.13410432
2.02101826358935e-5,8822846.91704318
2.02021340958457e-5,8822354.49024568
2.01940852588814e-5,8821861.85353262
2.01860361246373e-5,8821369.00670798
2.01779866929038e-5,8820875.94958596
2.01699369634924e-5,8820382.68198189
2.0161886936235e-5,8819889.20371231
2.01538366107206e-5,8819395.51457701
2.01457859868234e-5,8818901.6143949
2.01377350643066e-5,8818407.50297713
2.01296838428229e-5,8817913.18012708
2.01216323223092e-5,8817418.64566724
2.01135805023294e-5,8816923.89939446
2.01055283827313e-5,8816428.94112469
2.00974759633835e-5,8815933.77067504
2.00894232439139e-5,8815438.387846
2.00813702241029e-5,8814942.79244821
2.00733169037518e-5,8814446.98429349
2.0065263282553e-5,8813950.96318598
2.00572093603505e-5,8813454.72893992
2.00491551368793e-5,8812958.2813619
2.00411006118958e-5,8812461.62025969
2.00330457851779e-5,8811964.74544231
2.00249906563952e-5,8811467.65671113
2.00169352254982e-5,8810970.35388646
2.00088794920699e-5,8810472.83676325
2.0000823455974e-5,8809975.10515542
1.9992767116837e-5,8809477.15886039
1.99847104745659e-5,8808978.99769452
1.99766535288305e-5,8808480.62145773
1.99685962794516e-5,8807982.02995999
1.99605387262714e-5,8807483.22301253
1.99524808688965e-5,8806984.20041014
1.99444227072125e-5,8806484.96196654
1.99363642408698e-5,8805985.50747902
1.99283054696691e-5,8805485.83675498
1.99202463934329e-5,8804985.94960302
1.99121870118773e-5,8804485.84582423
1.99041273247404e-5,8803985.52522094
1.98960673317825e-5,8803484.98759673
1.98880070327858e-5,8802984.23275646
1.98799464275541e-5,8802483.26050625
1.98718855157862e-5,8801982.07064469
1.98638242973299e-5,8801480.66298043
1.98557627718012e-5,8800979.03730583
1.98477009390921e-5,8800477.19343209
1.98396387989896e-5,8799975.13116287
1.98315763511761e-5,8799472.8502944
1.98235135953566e-5,8798970.35062418
1.98154505313848e-5,8798467.63195972
1.98073871590102e-5,8797964.6941011
1.97993234780043e-5,8797461.53684965
1.97912594881612e-5,8796958.16000802
1.97831951891713e-5,8796454.56337141
1.97751305807475e-5,8795950.74673635
1.97670656627509e-5,8795446.70990933
1.97590004349394e-5,8794942.45268947
1.9750934897093e-5,8794437.97487714
1.97428690488894e-5,8793933.27626538
1.97348028901539e-5,8793428.35665719
1.97267364207339e-5,8792923.21585686
1.971866964025e-5,8792417.85365266
1.97106025484703e-5,8791912.26984286
1.97025351451854e-5,8791406.46422701
1.96944674302087e-5,8790900.43660599
1.96863994032518e-5,8790394.18677335
1.96783310641732e-5,8789887.7145326
1.9670262412606e-5,8789381.01967128
1.96621934483302e-5,8788874.10198691
1.96541241711489e-5,8788366.96127835
1.96460545808876e-5,8787859.59734574
1.96379846771477e-5,8787352.00997337
1.96299144598006e-5,8786844.19896406
1.96218439286172e-5,8786336.16411337
1.96137730833912e-5,8785827.9052182
1.96057019238165e-5,8785319.42206816
1.959763044961e-5,8784810.71445427
1.95895586606347e-5,8784301.78217745
1.95814865566537e-5,8783792.62503136
1.95734141373308e-5,8783283.24280247
1.95653414024757e-5,8782773.6352872
1.95572683519212e-5,8782263.80228326
1.95491949854008e-5,8781753.7435812
1.95411213025495e-5,8781243.45896439
1.95330473032699e-5,8780732.94823464
1.95249729872438e-5,8780222.21117804
1.95168983542983e-5,8779711.2475906
1.95088234041623e-5,8779200.05726115
1.95007481367094e-5,8778688.63998843
1.9492672551594e-5,8778176.9955555
1.94845966486154e-5,8777665.12375533
1.94765204274755e-5,8777153.02437378
1.94684438878999e-5,8776640.69719806
1.94603670297585e-5,8776128.1420253
1.94522898528241e-5,8775615.35864548
1.94442123567724e-5,8775102.34684153
1.94361345414238e-5,8774589.10640623
1.94280564065017e-5,8774075.63712528
1.94199779518736e-5,8773561.93879426
1.94118991771905e-5,8773048.0111932
1.94038200822476e-5,8772533.85411201
1.93957406668636e-5,8772019.46734202
1.9387660930642e-5,8771504.85065905
1.93795808734496e-5,8770990.00385723
1.93715004950574e-5,8770474.92672367
1.93634197952605e-5,8769959.61904687
1.93553387737586e-5,8769444.08060836
1.9347257430395e-5,8768928.31119947
1.93391757647989e-5,8768412.31059616
1.93310937768616e-5,8767896.07859262
1.9323011466261e-5,8767379.61496768
1.93149288328179e-5,8766862.91950996
1.93068458762588e-5,8766345.99200116
1.92987625963347e-5,8765828.83222442
1.92906789928208e-5,8765311.43996428
1.92825950655167e-5,8764793.81500676
1.92745108141284e-5,8764275.95713095
1.92664262385042e-5,8763757.86612572
1.92583413383988e-5,8763239.54177306
1.92502561134744e-5,8762720.98384805
1.92421705635349e-5,8762202.19213559
1.9234084688409e-5,8761683.16642201
1.92259984877153e-5,8761163.90647846
1.92179119613316e-5,8760644.4120942
1.92098251090431e-5,8760124.68305161
1.92017379305428e-5,8759604.71912625
1.91936504255489e-5,8759084.52009514
1.91855625939206e-5,8758564.08574509
1.91774744354256e-5,8758043.41585607
1.916938594974e-5,8757522.51020124
1.91612971366812e-5,8757001.36856353
1.91532079959754e-5,8756479.99071907
1.91451185274894e-5,8755958.37645377
1.91370287308837e-5,8755436.52553845
1.91289386059592e-5,8754914.43775372
1.91208481524268e-5,8754392.11287341
1.91127573701375e-5,8753869.55068112
1.91046662587369e-5,8753346.75094543
1.90965748181264e-5,8752823.71345292
1.90884830478871e-5,8752300.43796696
1.90803909479705e-5,8751776.92427715
1.90722985180085e-5,8751253.17214987
1.90642057577734e-5,8750729.18136129
1.90561126670629e-5,8750204.95168906
1.90480192456996e-5,8749680.48291237
1.90399254933032e-5,8749155.7747955
1.90318314097473e-5,8748630.82712069
1.90237369948167e-5,8748105.63966348
1.90156422482078e-5,8747580.21219275
1.90075471696427e-5,8747054.54447894
1.89994517589829e-5,8746528.6363022
1.89913560158882e-5,8746002.48742786
1.89832599401577e-5,8745476.09763098
1.89751635316161e-5,8744949.46668815
1.89670667898875e-5,8744422.59436119
1.8958969714848e-5,8743895.48042981
1.89508723062864e-5,8743368.12466708
1.89427745639044e-5,8742840.5268395
1.89346764874298e-5,8742312.68671514
1.89265780766167e-5,8741784.60406365
1.89184793312448e-5,8741256.27865623
1.89103802511199e-5,8740727.71026564
1.89022808359615e-5,8740198.8986581
1.88941810855154e-5,8739669.84360142
1.88860809996652e-5,8739140.54487307
1.88779805779852e-5,8738611.00222783
1.88698798204113e-5,8738081.21544632
1.88617787265705e-5,8737551.18428649
1.88536772962279e-5,8737020.90851597
1.88455755292861e-5,8736490.38791206
1.88374734253402e-5,8735959.62222943
1.88293709842342e-5,8735428.6112405
1.88212682057273e-5,8734897.3547112
1.88131650894945e-5,8734365.85240105
1.88050616354587e-5,8733834.10408724
1.87969578432372e-5,8733302.10952446
1.87888537125849e-5,8732769.86847705
1.87807492433935e-5,8732237.380719
1.87726444353604e-5,8731704.64600984
1.87645392882102e-5,8731171.66411076
1.87564338016941e-5,8730638.43478456
1.87483279755901e-5,8730104.95779566
1.8740221809703e-5,8729571.23291013
1.87321153037546e-5,8729037.25988766
1.87240084574939e-5,8728503.03848958
1.87159012705875e-5,8727968.5684709
1.87077937429473e-5,8727433.8496042
1.8699685874294e-5,8726898.88164779
1.8691577664375e-5,8726363.66436158
1.86834691129651e-5,8725828.19750719
1.86753602197574e-5,8725292.48083989
1.86672509845808e-5,8724756.51412459
1.86591414071828e-5,8724220.29711991
1.865103148723e-5,8723683.82957819
1.86429212246325e-5,8723147.11126932
1.86348106190034e-5,8722610.14194104
1.86266996701993e-5,8722072.92135867
1.86185883778883e-5,8721535.44927331
1.86104767419815e-5,8720997.72545361
1.86023647620942e-5,8720459.74964615
1.85942524380847e-5,8719921.52161502
1.85861397696236e-5,8719383.0411102
1.85780267565168e-5,8718844.30789125
1.85699133984905e-5,8718305.32171156
1.85617996952985e-5,8717766.08232619
1.85536856467227e-5,8717226.58949194
1.85455712524654e-5,8716686.84295943
1.85374565123638e-5,8716146.84248886
1.85293414261761e-5,8715606.58783426
1.85212259935818e-5,8715066.07874353
1.85131102143951e-5,8714525.31497417
1.85049940883515e-5,8713984.29627753
1.84968776152147e-5,8713443.02240669
1.84887607947765e-5,8712901.49311646
1.84806436267506e-5,8712359.70815556
1.84725261108791e-5,8711817.66727444
1.84644082469323e-5,8711275.37022529
1.84562900347087e-5,8710732.81676207
1.84481714739293e-5,8710190.00663262
1.84400525643437e-5,8709646.93958659
1.84319333057299e-5,8709103.61537536
1.8423813697789e-5,8708560.03374427
1.84156937403557e-5,8708016.19444821
1.84075734331881e-5,8707472.09723605
1.8399452775968e-5,8706927.74185065
1.83913317685107e-5,8706383.12804443
1.83832104105553e-5,8705838.25556379
1.83750887017655e-5,8705293.12414917
1.8366966642042e-5,8704747.7335583
1.8358844231002e-5,8704202.08352743
1.83507214684993e-5,8703656.17381011
1.83425983542089e-5,8703110.00414618
1.83344748879383e-5,8702563.57428504
1.83263510695238e-5,8702016.88397785
1.83182268986235e-5,8701469.93296213
1.83101023749246e-5,8700922.72097722
1.83019774983502e-5,8700375.24777971
1.82938522685425e-5,8699827.51310484
1.82857266852758e-5,8699279.51669739
1.82776007482512e-5,8698731.25829628
1.82694744573015e-5,8698182.73764992
1.82613478121859e-5,8697633.95450087
1.82532208125903e-5,8697084.90858582
1.82450934583325e-5,8696535.59965101
1.82369657490551e-5,8695986.02742914
1.82288376846346e-5,8695436.1916701
1.82207092647723e-5,8694886.09211031
1.82125804891995e-5,8694335.72848801
1.82044513576768e-5,8693785.10054333
1.81963218699945e-5,8693234.20801823
1.81881920258707e-5,8692683.05064889
1.81800618251548e-5,8692131.628181
1.81719312675227e-5,8691579.94034683
1.81638003526807e-5,8691027.98688055
1.81556690804657e-5,8690475.76752582
1.81475374505425e-5,8689923.28201293
1.81394054627067e-5,8689370.53008169
1.81312731166833e-5,8688817.51146618
1.81231404122269e-5,8688264.22590236
1.81150073491225e-5,8687710.67312809
1.81068739270843e-5,8687156.85287555
1.80987401459572e-5,8686602.76488639
1.80906060054156e-5,8686048.40888899
1.80824715051641e-5,8685493.78461367
1.8074336645038e-5,8684938.89180022
1.80662014248026e-5,8684383.73018277
1.80580658441536e-5,8683828.29948981
1.80499299028176e-5,8683272.59945179
1.80417936005515e-5,8682716.62980105
1.80336569371427e-5,8682160.39027188
1.80255199123097e-5,8681603.88059297
1.80173825258018e-5,8681047.10049495
1.80092447773986e-5,8680490.04971036
1.80011066668118e-5,8679932.72796621
1.79929681938822e-5,8679375.13499895
1.79848293582842e-5,8678817.27053196
1.79766901597227e-5,8678259.13429059
1.79685505980327e-5,8677700.72600966
1.79604106728824e-5,8677142.04541094
1.79522703840701e-5,8676583.0922257
1.79441297313263e-5,8676023.86617965
1.7935988714413e-5,8675464.36700053
1.79278473331229e-5,8674904.59441802
1.79197055870842e-5,8674344.54814886
1.79115634761523e-5,8673784.22792671
1.79034210000179e-5,8673223.63347231
1.78952781585009e-5,8672662.76451585
1.78871349512575e-5,8672101.62077462
1.7878991378073e-5,8671540.20197536
1.78708474386667e-5,8670978.50783938
1.78627031327894e-5,8670416.53809003
1.78545584602236e-5,8669854.29245265
1.78464134207832e-5,8669291.7706546
1.783826801412e-5,8668728.97241042
1.78301222399179e-5,8668165.89743673
1.78219760980858e-5,8667602.54546695
1.78138295882744e-5,8667038.91621435
1.78056827101668e-5,8666475.00939425
1.77975354635744e-5,8665910.82473142
1.77893878482442e-5,8665346.36194526
1.77812398639551e-5,8664781.62075725
1.7773091510422e-5,8664216.60088354
1.77649427873923e-5,8663651.30204235
1.77567936946451e-5,8663085.72395395
1.7748644231801e-5,8662519.866326
1.77404943987038e-5,8661953.72888291
1.7732344195134e-5,8661387.31134384
1.7724193620714e-5,8660820.61341534
1.77160426752892e-5,8660253.63482073
1.77078913585469e-5,8659686.37527074
1.76997396703023e-5,8659118.83448555
1.76915876102132e-5,8658551.01217276
1.7683435178065e-5,8657982.90804943
1.7675282373581e-5,8657414.52182739
1.76671291965174e-5,8656845.85322061
1.76589756466629e-5,8656276.90194515
1.76508217237448e-5,8655707.6677119
1.76426674274292e-5,8655138.1502266
1.76345127575094e-5,8654568.3492044
1.76263577137175e-5,8653998.2643553
1.76182022958188e-5,8653427.89539145
1.76100465035177e-5,8652857.24201986
1.76018903365522e-5,8652286.30394971
1.7593733794693e-5,8651715.08089231
1.75855768776511e-5,8651143.57255389
1.75774195852637e-5,8650571.77865008
1.75692619171219e-5,8649999.69887692
1.75611038731296e-5,8649427.33295439
1.7552945452852e-5,8648854.68057566
1.75447866561668e-5,8648281.7414578
1.75366274827993e-5,8647708.51530559
1.7528467932416e-5,8647135.0018188
1.75203080048098e-5,8646561.20070659
1.75121476997146e-5,8645987.11167311
1.75039870168061e-5,8645412.73441754
1.74958259558859e-5,8644838.06864843
1.74876645166972e-5,8644263.11406935
1.74795026989255e-5,8643687.87037892
1.7471340502382e-5,8643112.33728515
1.74631779267283e-5,8642536.51448391
1.7455014971752e-5,8641960.40168049
1.74468516371833e-5,8641383.99857522
1.74386879227861e-5,8640807.3048707
1.74305238282679e-5,8640230.32026459
1.74223593533701e-5,8639653.0444568
1.74141944978686e-5,8639075.47714951
1.74060292613917e-5,8638497.61803286
1.73978636437842e-5,8637919.46681353
1.73896976447436e-5,8637341.02318619
1.73815312640021e-5,8636762.28684781
1.73733645013264e-5,8636183.25749761
1.73651973564276e-5,8635603.93482998
1.73570298290515e-5,8635024.31854159
1.73488619188885e-5,8634444.40832431
1.73406936257542e-5,8633864.2038794
1.73325249493186e-5,8633283.70489623
1.73243558892873e-5,8632702.91106646
1.73161864454904e-5,8632121.82209117
1.73080166176135e-5,8631540.43765956
1.72998464053778e-5,8630958.75746318
1.72916758085394e-5,8630376.78119589
1.72835048268004e-5,8629794.50854682
1.72753334598984e-5,8629211.93920743
1.72671617076061e-5,8628629.07287151
1.72589895696425e-5,8628045.90922816
1.72508170457624e-5,8627462.44796881
1.72426441356669e-5,8626878.6887802
1.72344708390931e-5,8626294.63135145
1.7226297155725e-5,8625710.27536701
1.7218123085371e-5,8625125.62052072
1.72099486277865e-5,8624540.66650175
1.72017737825863e-5,8623955.41298765
1.71935985495976e-5,8623369.85967237
1.71854229285074e-5,8622784.00623821
1.71772469190385e-5,8622197.8523699
1.716907052095e-5,8621611.39775456
1.71608937340369e-5,8621024.64208167
1.71527165579549e-5,8620437.58502921
1.71445389923963e-5,8619850.22627753
1.7136361037177e-5,8619262.5655164
1.71281826919747e-5,8618674.60242406
1.71200039565034e-5,8618086.33668119
1.71118248305138e-5,8617497.76797091
1.71036453137927e-5,8616908.89597876
1.70954654059898e-5,8616319.72037882
1.70872851068786e-5,8615730.24085459
1.70791044161822e-5,8615140.45708507
1.70709233335741e-5,8614550.3687448
1.70627418588512e-5,8613959.97551769
1.70545599916743e-5,8613369.27707631
1.70463777318278e-5,8612778.27310259
1.70381950790464e-5,8612186.96327403
1.70300120330161e-5,8611595.34726373
1.70218285934603e-5,8611003.42474726
1.70136447601391e-5,8610411.19540271
1.70054605327644e-5,8609818.65890376
1.69972759110852e-5,8609225.81492659
1.69890908948026e-5,8608632.66314303
1.69809054836549e-5,8608039.20322742
1.69727196773326e-5,8607445.43484975
1.69645334755642e-5,8606851.35768254
1.69563468781153e-5,8606256.97140086
1.69481598847044e-5,8605662.27567543
1.69399724950874e-5,8605067.27017952
1.69317847088888e-5,8604471.95457528
1.69235965259402e-5,8603876.32854109
1.69154079458574e-5,8603280.39173737
1.69072189684633e-5,8602684.14384079
1.68990295934498e-5,8602087.58451691
1.6890839820547e-5,8601490.7134339
1.68826496494389e-5,8600893.53025566
1.68744590798483e-5,8600296.03464873
1.68662681115357e-5,8599698.22628219
1.68580767442165e-5,8599100.10482096
1.6849884977644e-5,8598501.66993254
1.68416928114432e-5,8597902.92127348
1.68335002454445e-5,8597303.85851648
1.68253072792669e-5,8596704.48131658
1.68171139127343e-5,8596104.78934494
1.68089201454601e-5,8595504.78225509
1.68007259772624e-5,8594904.45971668
1.67925314078323e-5,8594303.82138854
1.6784336436817e-5,8593702.86692536
1.67761410639855e-5,8593101.59599125
1.67679452891457e-5,8592500.00825296
1.67597491118969e-5,8591898.10335972
1.67515525320424e-5,8591295.88097687
1.67433555492602e-5,8590693.34075899
1.67351581632676e-5,8590090.48236334
1.67269603737391e-5,8589487.30544317
1.67187621804708e-5,8588883.80966111
1.67105635831342e-5,8588279.99466909
1.67023645814406e-5,8587675.86012176
1.66941651751408e-5,8587071.40567647
1.66859653639436e-5,8586466.63098658
1.66777651475161e-5,8585861.53570152
1.66695645256469e-5,8585256.11948012
1.66613634980014e-5,8584650.38197059
1.66531620643665e-5,8584044.32283054
1.66449602244065e-5,8583437.94170703
1.66367579778262e-5,8582831.23824983
1.66285553242896e-5,8582224.21210488
1.66203522635818e-5,8581616.86292748
1.66121487954474e-5,8581009.19036908
1.66039449195906e-5,8580401.19407725
1.65957406356753e-5,8579792.87369572
1.65875359434067e-5,8579184.22887103
1.65793308425299e-5,8578575.25925249
1.65711253327509e-5,8577965.9644856
1.6562919413816e-5,8577356.34421867
1.65547130854324e-5,8576746.39809621
1.65465063472681e-5,8576136.12575896
1.65382991990324e-5,8575525.52685047
1.65300916404753e-5,8574914.60101714
1.65218836713084e-5,8574303.34790161
1.65136752912841e-5,8573691.76714935
1.65054665000374e-5,8573079.85839554
1.64972572973238e-5,8572467.6212848
1.64890476827819e-5,8571855.05545147
1.64808376561708e-5,8571242.16053932
1.64726272172121e-5,8570628.93618845
1.64644163655898e-5,8570015.38203528
1.64562051010298e-5,8569401.49771912
1.64479934232993e-5,8568787.28288217
1.64397813320503e-5,8568172.73715645
1.64315688269764e-5,8567557.86017691
1.64233559078134e-5,8566942.6515814
1.64151425742607e-5,8566327.11100417
1.64069288259814e-5,8565711.23807589
1.63987146627591e-5,8565095.03243667
1.63905000842632e-5,8564478.49371653
1.63822850902057e-5,8563861.62154847
1.63740696802628e-5,8563244.41556192
1.63658538541535e-5,8562626.87538929
1.6357637611639e-5,8562009.00066593
1.63494209523681e-5,8561390.79101722
1.63412038760321e-5,8560772.24607152
1.63329863823653e-5,8560153.36546017
1.63247684710673e-5,8559534.14881103
1.63165501418807e-5,8558914.59575498
1.63083313944366e-5,8558294.70591295
1.63001122284866e-5,8557674.4789154
1.62918926437482e-5,8557053.91438929
1.6283672639905e-5,8556433.01195821
1.62754522166844e-5,8555811.77124878
1.62672313737036e-5,8555190.19187778
1.62590101107763e-5,8554568.2734779
1.62507884275306e-5,8553946.01566562
1.62425663237142e-5,8553323.41806689
1.62343437989662e-5,8552700.48029791
1.62261208530455e-5,8552077.20198436
1.62178974856027e-5,8551453.5827422
1.62096736964083e-5,8550829.62219687
1.62014494851248e-5,8550205.31996412
1.61932248514589e-5,8549580.67566279
1.61849997950858e-5,8548955.68890847
1.61767743157248e-5,8548330.35931986
1.61685484130641e-5,8547704.68651241
1.61603220868361e-5,8547078.67010468
1.61520953366671e-5,8546452.30970567
1.61438681623034e-5,8545825.60493388
1.61356405634602e-5,8545198.55540459
1.61274125398228e-5,8544571.16072989
1.61191840910462e-5,8543943.42051873
1.61109552169049e-5,8543315.33438951
1.61027259170689e-5,8542686.90195119
1.60944961911788e-5,8542058.12280958
