T_FD[K],N_FD
3.21958434807038e-5,9402367.12866863
3.21875856124927e-5,9402044.36995879
3.2179329049055e-5,9401721.5872898
3.21710737870423e-5,9401398.78051663
3.21628198222585e-5,9401075.94945762
3.21545671509469e-5,9400753.09394984
3.21463157693611e-5,9400430.2138307
3.21380656737645e-5,9400107.30893787
3.21298168604311e-5,9399784.37910932
3.21215693256448e-5,9399461.4241833
3.21133230656997e-5,9399138.44399837
3.21050780768999e-5,9398815.43839338
3.20968343551337e-5,9398492.40718905
3.20885918967261e-5,9398169.35022482
3.2080350698438e-5,9397846.26735882
3.20721107561887e-5,9397523.15841267
3.20638720663335e-5,9397200.02322667
3.20556346252378e-5,9396876.86164144
3.2047398429277e-5,9396553.67349786
3.20391634748365e-5,9396230.45863712
3.20309297578879e-5,9395907.21688234
3.20226972752609e-5,9395583.94809363
3.20144660229476e-5,9395260.65209471
3.2006235997374e-5,9394937.32872792
3.19980071949762e-5,9394613.97783593
3.19897796122002e-5,9394290.59926165
3.19815532455019e-5,9393967.1928483
3.19733280913472e-5,9393643.75843939
3.19651041462117e-5,9393320.29587871
3.19568814061595e-5,9392996.80499205
3.19486598676866e-5,9392673.28562381
3.19404395277204e-5,9392349.73763691
3.19322203823551e-5,9392026.16085805
3.19240024281165e-5,9391702.55513245
3.19157856611197e-5,9391378.92028741
3.19075700783311e-5,9391055.256187
3.18993556758858e-5,9390731.5626591
3.18911424507692e-5,9390407.83956832
3.18829303991367e-5,9390084.08674313
3.18747195175734e-5,9389760.30403049
3.18665098026742e-5,9389436.49127768
3.18583012506254e-5,9389112.64831404
3.18500938584602e-5,9388788.7750056
3.18418876223847e-5,9388464.87118231
3.18336825390335e-5,9388140.93669256
3.18254786050507e-5,9387816.97138507
3.18172758170901e-5,9387492.97510882
3.18090741718153e-5,9387168.94771307
3.18008736654825e-5,9386844.88902923
3.17926742951917e-5,9386520.79892529
3.17844760572191e-5,9386196.67723323
3.17762789482674e-5,9385872.52380347
3.17680829646332e-5,9385548.33846858
3.17598881034543e-5,9385224.12109769
3.17516943610472e-5,9384899.87152394
3.17435017341533e-5,9384575.5895989
3.17353102195241e-5,9384251.27517442
3.17271198139201e-5,9383926.92810263
3.17189305141115e-5,9383602.54823592
3.17107423164643e-5,9383278.13540892
3.17025552177685e-5,9382953.68947462
3.16943692148233e-5,9382629.21028628
3.16861843044376e-5,9382304.69769745
3.1678000483017e-5,9381980.15154393
3.166981774739e-5,9381655.57167983
3.16616360943943e-5,9381330.95795956
3.16534555208774e-5,9381006.31023782
3.1645276023284e-5,9380681.62835155
3.16370975984811e-5,9380356.91215602
3.16289202433448e-5,9380032.16150676
3.16207439547605e-5,9379707.3762596
3.1612568729623e-5,9379382.55627064
3.16043945644263e-5,9379057.70137828
3.15962214560843e-5,9378732.81143919
3.15880494015208e-5,9378407.88631032
3.15798783972588e-5,9378082.92583095
3.15717084402411e-5,9377757.9298586
3.15635395274198e-5,9377432.89825109
3.15553716557564e-5,9377107.83086648
3.15472048218126e-5,9376782.7275452
3.15390390225691e-5,9376457.58814592
3.15308742550157e-5,9376132.41252755
3.15227105157433e-5,9375807.2005314
3.1514547801761e-5,9375481.95201697
3.15063861100867e-5,9375156.66684403
3.14982254377476e-5,9374831.34487264
3.14900657813734e-5,9374505.98594524
3.14819071380102e-5,9374180.58992245
3.14737495043071e-5,9373855.15664732
3.14655928773293e-5,9373529.68598102
3.14574372541512e-5,9373204.17778502
3.1449282631856e-5,9372878.63192107
3.14411290071311e-5,9372553.04823333
3.14329763770787e-5,9372227.42658412
3.14248247388101e-5,9371901.76683601
3.14166740890411e-5,9371576.06883405
3.14085244249019e-5,9371250.33244138
3.14003757431277e-5,9370924.55750362
3.13922280408672e-5,9370598.74388448
3.13840813152784e-5,9370272.89144794
3.13759355631248e-5,9369947.00004049
3.1367790781583e-5,9369621.06952667
3.13596469678385e-5,9369295.0997713
3.13515041186831e-5,9368969.09062171
3.1343362231321e-5,9368643.0419433
3.13352213025632e-5,9368316.95358397
3.13270813296324e-5,9367990.82540966
3.131894230976e-5,9367664.6572866
3.13108042397852e-5,9367338.44906355
3.13026671169581e-5,9367012.20060728
3.12945309381367e-5,9366685.91176714
3.12863957005896e-5,9366359.58241046
3.12782614015938e-5,9366033.21240486
3.12701280380355e-5,9365706.80160052
3.12619956068108e-5,9365380.34984793
3.12538641052247e-5,9365053.85701554
3.12457335305911e-5,9364727.32297209
3.12376038798336e-5,9364400.7475689
3.12294751502845e-5,9364074.13067527
3.12213473388862e-5,9363747.47214309
3.12132204429891e-5,9363420.77184221
3.12050944599521e-5,9363094.02964273
3.11969693863478e-5,9362767.24537978
3.11888452199515e-5,9362440.41894167
3.11807219577518e-5,9362113.55018171
3.11725995967473e-5,9361786.63895351
3.11644781343424e-5,9361459.68512859
3.11563575675542e-5,9361132.68856113
3.11482378938052e-5,9360805.64912318
3.11401191101309e-5,9360478.56666951
3.11320012139717e-5,9360151.4410727
3.11238842023817e-5,9359824.27218809
3.11157680728192e-5,9359497.05988884
3.11076528223564e-5,9359169.80403083
3.10995384480752e-5,9358842.50447023
3.10914249474612e-5,9358515.16108105
3.10833123180084e-5,9358187.77373755
3.10752005568257e-5,9357860.34229673
3.10670896610314e-5,9357532.86661592
3.10589796281467e-5,9357205.34657019
3.1050870455308e-5,9356877.78201742
3.10427621396616e-5,9356550.17281577
3.10346546787552e-5,9356222.51884116
3.10265480701452e-5,9355894.8199698
3.10184423106126e-5,9355567.07604319
3.10103373977319e-5,9355239.28693811
3.10022333290865e-5,9354911.45253158
3.09941301014851e-5,9354583.57266598
3.09860277129203e-5,9354255.64723635
3.09779261602196e-5,9353927.67608566
3.09698254410017e-5,9353599.65909203
3.09617255525035e-5,9353271.59611645
3.09536264923614e-5,9352943.48703759
3.09455282574404e-5,9352615.33169958
3.09374308457842e-5,9352287.12999907
3.09293342542764e-5,9351958.88178075
3.09212384805885e-5,9351630.58692441
3.09131435220118e-5,9351302.24529272
3.09050493758466e-5,9350973.85674862
3.08969560397907e-5,9350645.42117273
3.08888635111625e-5,9350316.93842856
3.0880771787289e-5,9349988.4083799
3.0872680865507e-5,9349659.83089083
3.08645907435494e-5,9349331.20584307
3.08565014187701e-5,9349002.53310126
3.08484128885327e-5,9348673.8125303
3.08403251505959e-5,9348345.04401273
3.08322382023406e-5,9348016.22741403
3.08241520407709e-5,9347687.36258265
3.08160666640579e-5,9347358.44941925
3.08079820692236e-5,9347029.48777286
3.07998982536852e-5,9346700.47751008
3.07918152152541e-5,9346371.4185151
3.07837329513648e-5,9346042.31065508
3.0775651459461e-5,9345713.15379748
3.07675707369955e-5,9345383.94781002
3.07594907818138e-5,9345054.69257798
3.07514115910024e-5,9344725.3879524
3.07433331624244e-5,9344396.03381909
3.07352554935678e-5,9344066.63004692
3.07271785819295e-5,9343737.176505
3.07191024250154e-5,9343407.67306276
3.07110270207229e-5,9343078.11960711
3.07029523661928e-5,9342748.5159908
3.06948784589578e-5,9342418.86208411
3.06868052969413e-5,9342089.15777476
3.06787328776929e-5,9341759.40293357
3.06706611983902e-5,9341429.59741445
3.06625902569824e-5,9341099.74110597
3.06545200510458e-5,9340769.83387977
3.06464505781657e-5,9340439.87560779
3.06383818359362e-5,9340109.86616226
3.06303138219602e-5,9339779.80541566
3.06222465338493e-5,9339449.69324078
3.06141799696036e-5,9339119.5295278
3.06061141264723e-5,9338789.31413292
3.05980490020936e-5,9338459.04692976
3.05899845941141e-5,9338128.72779222
3.05819209001896e-5,9337798.35659449
3.05738579179842e-5,9337467.93321102
3.05657956451709e-5,9337137.45751654
3.05577340794316e-5,9336806.92938608
3.05496732188341e-5,9336476.348712
3.05416130606996e-5,9336145.71535279
3.05335536023588e-5,9335815.02916726
3.05254948419057e-5,9335484.2900486
3.05174367770653e-5,9335153.49787322
3.05093794055713e-5,9334822.65251782
3.05013227251662e-5,9334491.75385935
3.04932667332251e-5,9334160.80175804
3.04852114278838e-5,9333829.79610845
3.04771568065352e-5,9333498.73677136
3.04691028669567e-5,9333167.62362487
3.04610496069343e-5,9332836.45654736
3.04529970242626e-5,9332505.23541746
3.04449451167447e-5,9332173.96011411
3.04368938821922e-5,9331842.6305165
3.04288433180514e-5,9331511.24648715
3.04207934221517e-5,9331179.80790583
3.04127441927042e-5,9330848.31466954
3.04046956271815e-5,9330516.76664163
3.03966477230655e-5,9330185.16368577
3.03886004785928e-5,9329853.50569978
3.03805538912626e-5,9329521.79254789
3.03725079589559e-5,9329190.02411154
3.03644626795618e-5,9328858.20027243
3.0356418050978e-5,9328526.32091257
3.03483740707391e-5,9328194.38589733
3.03403307367604e-5,9327862.39510926
3.03322880469652e-5,9327530.34843119
3.03242459989148e-5,9327198.24572936
3.03162045909205e-5,9326866.08690402
3.03081638205606e-5,9326533.87182198
3.03001236854228e-5,9326201.60035031
3.02920841838434e-5,9325869.27239011
3.02840453134271e-5,9325536.88780903
3.02760070717878e-5,9325204.446475
3.02679694569176e-5,9324871.9482731
3.0259932466817e-5,9324539.39308868
3.02518960994946e-5,9324206.78080736
3.02438603525991e-5,9323874.1112982
3.02358252241561e-5,9323541.3844474
3.02277907118321e-5,9323208.6001246
3.02197568136699e-5,9322875.75821655
3.02117235277206e-5,9322542.85861026
3.02036908516766e-5,9322209.90117624
3.01956587836058e-5,9321876.88580205
3.01876273212182e-5,9321543.81235879
3.01795964625988e-5,9321210.68073457
3.01715662058409e-5,9320877.4908178
3.016353654868e-5,9320544.24248041
3.01555074888609e-5,9320210.93559463
3.01474790245024e-5,9319877.57004971
3.01394511533665e-5,9319544.14571843
3.01314238735891e-5,9319210.66249062
3.01233971833139e-5,9318877.12025633
3.01153710803287e-5,9318543.51888922
3.01073455624298e-5,9318209.85826321
3.00993206277867e-5,9317876.13826923
3.00912962742131e-5,9317542.35878179
3.0083272499895e-5,9317208.51969234
3.00752493026633e-5,9316874.62087598
3.00672266803578e-5,9316540.66220806
3.00592046311899e-5,9316206.6435809
3.00511831530165e-5,9315872.56487043
3.00431622440654e-5,9315538.42596952
3.00351419022106e-5,9315204.22675467
3.00271221253348e-5,9314869.96710266
3.00191029116912e-5,9314535.6469072
3.00110842591793e-5,9314201.26604566
3.00030661657077e-5,9313866.82439567
2.99950486295545e-5,9313532.32185178
2.99870316486452e-5,9313197.75829219
2.99790152209137e-5,9312863.13359542
2.99709993446632e-5,9312528.44765684
2.99629840178445e-5,9312193.7003555
2.99549692384175e-5,9311858.89157077
2.99469550043505e-5,9311524.0211823
2.99389413139799e-5,9311189.08908657
2.99309281649318e-5,9310854.09514725
2.99229155555594e-5,9310519.03926139
2.99149034842236e-5,9310183.92132631
2.99068919485767e-5,9309848.74120654
2.98988809466386e-5,9309513.49878345
2.98908704767953e-5,9309178.19395521
2.98828605370832e-5,9308842.82660373
2.98748511255473e-5,9308507.39661124
2.98668422402411e-5,9308171.90386023
2.98588338795836e-5,9307836.34824997
2.98508260412883e-5,9307500.72964706
2.98428187237907e-5,9307165.04795131
2.9834811924822e-5,9306829.30302991
2.98268056428344e-5,9306493.49478325
2.9818799875932e-5,9306157.62309553
2.98107946222275e-5,9305821.68785126
2.98027898798422e-5,9305485.68893521
2.97947856469058e-5,9305149.62623246
2.97867819215564e-5,9304813.49962835
2.97787787019407e-5,9304477.30900853
2.97707759862138e-5,9304141.05425894
2.97627737725393e-5,9303804.73526576
2.97547720590889e-5,9303468.35191552
2.97467708440432e-5,9303131.90409498
2.97387701252376e-5,9302795.39167485
2.9730769901223e-5,9302458.81455887
2.97227701702048e-5,9302122.17263467
2.97147709303968e-5,9301785.46579017
2.97067721796693e-5,9301448.69389724
2.96987739166052e-5,9301111.85686073
2.96907761390919e-5,9300774.95455308
2.96827788453771e-5,9300437.98686335
2.96747820340683e-5,9300100.95369725
2.96667857030782e-5,9299763.85492807
2.96587898503288e-5,9299426.69042945
2.96507944744524e-5,9299089.46010789
2.96427995733878e-5,9298752.16383762
2.96348051457832e-5,9298414.8015257
2.96268111895947e-5,9298077.37304693
2.96188177031367e-5,9297739.87829264
2.96108246843827e-5,9297402.31713823
2.96028321316643e-5,9297064.68947562
2.95948400433215e-5,9296726.99519705
2.95868484177022e-5,9296389.23419501
2.95788572531625e-5,9296051.4063623
2.95708665477185e-5,9295713.51157574
2.95628762997434e-5,9295375.54972871
2.95548865072706e-5,9295037.52069862
2.95468971690376e-5,9294699.42439564
2.95389082830946e-5,9294361.26069776
2.95309198475007e-5,9294023.0294833
2.95229318606707e-5,9293684.73064705
2.95149443210276e-5,9293346.36408411
2.95069572270024e-5,9293007.92968982
2.94989705766879e-5,9292669.42734367
2.94909843681862e-5,9292330.85692542
2.94829985999534e-5,9291992.21833132
2.94750132704541e-5,9291653.51145787
2.94670283778153e-5,9291314.73618573
2.9459043920518e-5,9290975.89241198
2.94510598967065e-5,9290636.98001787
2.94430763048784e-5,9290297.99890106
2.94350931431948e-5,9289958.94894336
2.94271104101699e-5,9289619.83004303
2.94191281039818e-5,9289280.64208247
2.9411146223161e-5,9288941.38496049
2.94031647659028e-5,9288602.05856009
2.93951837304108e-5,9288262.66276457
2.93872031152407e-5,9287923.1974736
2.93792229186132e-5,9287583.66257107
2.93712431390999e-5,9287244.05795723
2.93632637749384e-5,9286904.38351655
2.9355284824375e-5,9286564.63913379
2.93473062860061e-5,9286224.82471006
2.93393281580946e-5,9285884.94013072
2.93313504389122e-5,9285544.98528141
2.932337312708e-5,9285204.96006412
2.93153962208861e-5,9284864.86436507
2.93074197186275e-5,9284524.69807079
2.92994436189498e-5,9284184.46108412
2.92914679198264e-5,9283844.15327618
2.92834926199196e-5,9283503.77455038
2.92755177178997e-5,9283163.32481042
2.92675432117657e-5,9282822.80392831
2.92595691002043e-5,9282482.21180833
2.92515953812323e-5,9282141.54832309
2.9243622053553e-5,9281800.81337747
2.9235649115539e-5,9281460.00686064
2.92276765655713e-5,9281119.12866209
2.92197044023775e-5,9280778.17868751
2.92117326240173e-5,9280437.15681105
2.92037612292345e-5,9280096.062939
2.91957902161062e-5,9279754.89694609
2.9187819583393e-5,9279413.6587392
2.91798493295257e-5,9279072.34820957
2.91718794529442e-5,9278730.96524873
2.916390995176e-5,9278389.50973263
2.91559408247661e-5,9278047.9815693
2.91479720704273e-5,9277706.38065118
2.91400036872167e-5,9277364.70687098
2.91320356732802e-5,9277022.96010585
2.91240680274436e-5,9276681.14026498
2.91161007482048e-5,9276339.24724198
2.91081338337355e-5,9275997.28091491
2.91001672828856e-5,9275655.24119381
2.90922010938437e-5,9275313.12795735
2.90842352651418e-5,9274970.94110032
2.907626979532e-5,9274628.68051783
2.90683046829267e-5,9274286.34610526
2.90603399265186e-5,9273943.93775829
2.90523755246604e-5,9273601.4553729
2.90444114755923e-5,9273258.89882956
2.90364477778963e-5,9272916.26802486
2.90284844301624e-5,9272573.56285567
2.90205214309889e-5,9272230.78321914
2.90125587786503e-5,9271887.92899698
2.90045964720934e-5,9271545.00010271
2.89966345096094e-5,9271201.99641862
2.89886728894986e-5,9270858.9178273
2.89807116107321e-5,9270515.76424316
2.89727506716268e-5,9270172.5355494
2.89647900705084e-5,9269829.23162953
2.89568298060421e-5,9269485.85238311
2.89488698769009e-5,9269142.39770997
2.89409102817662e-5,9268798.86751025
2.89329510189974e-5,9268455.26166867
2.89249920872924e-5,9268111.58008596
2.89170334850278e-5,9267767.82264745
2.89090752109182e-5,9267423.98925446
2.89011172633573e-5,9267080.07979295
2.88931596410761e-5,9266736.09416483
2.88852023424855e-5,9266392.03225665
2.88772453663331e-5,9266047.89397095
2.88692887110465e-5,9265703.67919487
2.886133237539e-5,9265359.38783152
2.88533763578081e-5,9265015.01976869
2.88454206570813e-5,9264670.57491008
2.88374652716713e-5,9264326.05314405
2.88295102000482e-5,9263981.45435931
2.88215554410174e-5,9263636.77846046
2.88136009930659e-5,9263292.02533679
2.88056468550155e-5,9262947.19489349
2.87976930253699e-5,9262602.28702048
2.87897395026415e-5,9262257.30160795
2.87817862853514e-5,9261912.23854643
2.87738333723543e-5,9261567.09774231
2.8765880762188e-5,9261221.87908672
2.87579284533988e-5,9260876.5824711
2.87499764448659e-5,9260531.20780272
2.87420247348281e-5,9260185.75495809
2.87340733221814e-5,9259840.22384511
2.87261222055058e-5,9259494.61435644
2.87181713837134e-5,9259148.92640054
2.87102208550772e-5,9258803.15985517
2.8702270618526e-5,9258457.31462942
2.86943206723502e-5,9258111.39060165
2.86863710154953e-5,9257765.38768156
2.86784216465916e-5,9257419.30576364
2.8670472564278e-5,9257073.14474269
2.86625237672019e-5,9256726.9045138
2.8654575254019e-5,9256380.58497239
2.86466270233937e-5,9256034.1860142
2.86386790739985e-5,9255687.70753523
2.86307314045146e-5,9255341.14943182
2.86227840136314e-5,9254994.51160061
2.86148369000466e-5,9254647.79393855
2.8606890062146e-5,9254300.99632747
2.85989434989651e-5,9253954.11868036
2.85909972092267e-5,9253607.16089508
2.85830511913423e-5,9253260.12285442
2.85751054443714e-5,9252913.00447224
2.85671599667427e-5,9252565.80563195
2.85592147572128e-5,9252218.52623265
2.85512698145468e-5,9251871.16617374
2.85433251375179e-5,9251523.72535495
2.85353807245892e-5,9251176.20366091
2.85274365748692e-5,9250828.60100733
2.8519492686838e-5,9250480.91727948
2.85115490589846e-5,9250133.15236297
2.85036056904421e-5,9249785.3061744
2.84956625797163e-5,9249437.37859999
2.84877197256393e-5,9249089.36954161
2.84797771267343e-5,9248741.27888613
2.84718347818501e-5,9248393.10653604
2.84638926898439e-5,9248044.85239414
2.84559508492644e-5,9247696.51634824
2.84480092589856e-5,9247348.09830175
2.84400679178894e-5,9246999.59815841
2.84321268245503e-5,9246651.01580695
2.8424185977867e-5,9246302.35115173
2.84162453764311e-5,9245953.60408212
2.84083050188432e-5,9245604.77448782
2.84003649040272e-5,9245255.86227411
2.83924250309155e-5,9244906.8673466
2.83844853981336e-5,9244557.7895959
2.83765460043164e-5,9244208.628913
2.8368606848421e-5,9243859.38520441
2.83606679290992e-5,9243510.05836174
2.83527292453248e-5,9243160.64829211
2.83447907957663e-5,9242811.15488776
2.83368525791012e-5,9242461.57804124
2.83289145943281e-5,9242111.91766061
2.83209768401413e-5,9241762.17363906
2.83130393152437e-5,9241412.34587009
2.83051020186591e-5,9241062.43426269
2.82971649487953e-5,9240712.43869583
2.82892281046928e-5,9240362.35907914
2.82812914854003e-5,9240012.19532255
2.82733550893514e-5,9239661.94730598
2.82654189153006e-5,9239311.61492485
2.82574829623215e-5,9238961.19809004
2.82495472291852e-5,9238610.69669758
2.82416117146711e-5,9238260.11064383
2.82336764175675e-5,9237909.43982548
2.82257413366708e-5,9237558.68413953
2.82178064707865e-5,9237207.8434833
2.82098718187284e-5,9236856.91775442
2.82019373796279e-5,9236505.90686597
2.81940031520062e-5,9236154.8107011
2.81860691347028e-5,9235803.62915842
2.81781353265654e-5,9235452.36213686
2.81702017264504e-5,9235101.00953564
2.81622683332225e-5,9234749.57125433
2.81543351457549e-5,9234398.04719279
2.81464021629293e-5,9234046.43725123
2.81384693836357e-5,9233694.74133015
2.81305368067726e-5,9233342.95933037
2.81226044309397e-5,9232991.09113802
2.81146722550531e-5,9232639.13665458
2.81067402780368e-5,9232287.09578185
2.80988084988235e-5,9231934.96842193
2.80908769160478e-5,9231582.75446227
2.80829455289656e-5,9231230.45382061
2.80750143362287e-5,9230878.06638504
2.80670833364981e-5,9230525.59204396
2.80591525290542e-5,9230173.03071609
2.80512219125752e-5,9229820.38229049
2.80432914857479e-5,9229467.64665654
2.80353612478778e-5,9229114.82373391
2.80274311973644e-5,9228761.91339768
2.80195013335295e-5,9228408.91556814
2.80115716550946e-5,9228055.83013598
2.80036421607902e-5,9227702.65699225
2.7995712849659e-5,9227349.39604325
2.79877837207522e-5,9226996.04719559
2.7979854772826e-5,9226642.61034129
2.79719260046454e-5,9226289.0853727
2.79639974152871e-5,9225935.47219742
2.79560690035335e-5,9225581.77070845
2.79481407684781e-5,9225227.98081403
2.79402127089205e-5,9224874.10240782
2.79322848239708e-5,9224520.13539869
2.79243571121443e-5,9224166.0796661
2.79164295725684e-5,9223811.9351196
2.79085022043787e-5,9223457.70166901
2.7900575006117e-5,9223103.3791948
2.78926479769359e-5,9222748.96760748
2.78847211156958e-5,9222394.46680303
2.7876794421566e-5,9222039.87669257
2.78688678931236e-5,9221685.19715794
2.78609415295551e-5,9221330.42811092
2.78530153297552e-5,9220975.56944881
2.78450892926272e-5,9220620.62106925
2.78371634170834e-5,9220265.58287019
2.78292377020446e-5,9219910.45474995
2.78213121464403e-5,9219555.23660715
2.78133867492088e-5,9219199.92834076
2.78054615095953e-5,9218844.52986485
2.77975364262566e-5,9218489.04106426
2.77896114981569e-5,9218133.46183895
2.77816867242689e-5,9217777.79208923
2.7773762103574e-5,9217422.03171571
2.77658376350621e-5,9217066.18061936
2.77579133177318e-5,9216710.23870146
2.77499891505902e-5,9216354.20586363
2.7742065132653e-5,9215998.08200782
2.77341412626479e-5,9215641.86702159
2.77262175399043e-5,9215285.56082229
2.77182939631676e-5,9214929.16329815
2.77103705314879e-5,9214572.67435246
2.77024472436284e-5,9214216.09387415
2.76945240989524e-5,9213859.42178187
2.76866010962403e-5,9213502.65796522
2.76786782342818e-5,9213145.80231415
2.76707555124656e-5,9212788.8547483
2.76628329295984e-5,9212431.81515827
2.76549104844966e-5,9212074.68343507
2.76469881765737e-5,9211717.45949929
2.76390660043691e-5,9211360.14322796
2.76311439673135e-5,9211002.73454232
2.76232220642577e-5,9210645.23333472
2.7615300294062e-5,9210287.63949784
2.76073786558887e-5,9209929.95293933
2.75994571486156e-5,9209572.17355254
2.75915357714222e-5,9209214.30124579
2.75836145232039e-5,9208856.33591312
2.7575693402865e-5,9208498.27744894
2.7567772409611e-5,9208140.12576257
2.75598515426556e-5,9207781.88076364
2.75519308006374e-5,9207423.54233303
2.75440101827876e-5,9207065.11038104
2.75360896880547e-5,9206706.5848038
2.75281693156866e-5,9206347.9655123
2.75202490643583e-5,9205989.2523888
2.75123289333354e-5,9205630.44534496
2.75044089216013e-5,9205271.54427828
2.74964890281483e-5,9204912.54908659
2.74885692522677e-5,9204553.45968257
2.74806495926792e-5,9204194.27595022
2.74727300486912e-5,9203834.99780291
2.74648106190419e-5,9203475.62512535
2.74568913030567e-5,9203116.15783157
2.74489720997808e-5,9202756.59582148
2.7441053007979e-5,9202396.93898085
2.74331340270029e-5,9202037.18722472
2.74252151559238e-5,9201677.34045402
2.74172963935335e-5,9201317.39855558
2.74093777392094e-5,9200957.36144547
2.74014591917613e-5,9200597.22901121
2.73935407502959e-5,9200237.00115513
2.73856224139288e-5,9199876.67777989
2.73777041817841e-5,9199516.2587885
2.73697860529948e-5,9199155.7440843
2.73618680264156e-5,9198795.13355659
2.73539501011975e-5,9198434.42710942
2.73460322764997e-5,9198073.62464719
2.73381145514902e-5,9197712.72607464
2.73301969250599e-5,9197351.73128246
2.73222793963944e-5,9196990.64017611
2.73143619646882e-5,9196629.45266135
2.73064446288589e-5,9196268.16862997
2.72985273881186e-5,9195906.78798842
2.72906102414031e-5,9195545.3106292
2.72826931879419e-5,9195183.73645949
2.7274776226689e-5,9194822.06537246
2.72668593568914e-5,9194460.29727599
2.72589425775209e-5,9194098.43206399
2.72510258878422e-5,9193736.46964502
2.7243109286845e-5,9193374.4099137
2.72351927735281e-5,9193012.25276498
2.72272763471826e-5,9192649.99810851
2.72193600068251e-5,9192287.64583995
2.7211443751764e-5,9191925.19586962
2.72035275810338e-5,9191562.64809391
2.7195611493678e-5,9191200.00240955
2.71876954887491e-5,9190837.25871365
2.7179779565309e-5,9190474.41690369
2.71718637227101e-5,9190111.47689174
2.71639479600316e-5,9189748.43857596
2.71560322763619e-5,9189385.30185489
2.71481166707985e-5,9189022.06662742
2.71402011424478e-5,9188658.7327928
2.71322856904253e-5,9188295.30025063
2.71243703138554e-5,9187931.7689009
2.71164550121517e-5,9187568.13865812
2.7108539784176e-5,9187204.40940877
2.71006246290798e-5,9186840.58105389
2.70927095460233e-5,9186476.65349489
2.70847945341758e-5,9186112.62663353
2.70768795927153e-5,9185748.50037193
2.70689647208288e-5,9185384.27461256
2.70610499174335e-5,9185019.9492441
2.70531351820133e-5,9184655.5241839
2.70452205135033e-5,9184290.99932136
2.70373059111267e-5,9183926.37456041
2.70293913741151e-5,9183561.64980533
2.70214769014315e-5,9183196.82494661
2.70135624923259e-5,9182831.89988925
2.7005648146057e-5,9182466.87453863
2.69977338616151e-5,9182101.74878635
2.6989819638277e-5,9181736.52253849
2.69819054753283e-5,9181371.1957015
2.69739913717867e-5,9181005.76816808
2.69660773266794e-5,9180640.23983131
2.69581633393191e-5,9180274.61059874
2.69502494090273e-5,9179908.88037826
2.69423355348582e-5,9179543.04906404
2.69344217158757e-5,9179177.11655065
2.69265079514282e-5,9178811.08274707
2.69185942405977e-5,9178444.94754859
2.69106805824754e-5,9178078.71085089
2.69027669764367e-5,9177712.37256403
2.68948534215911e-5,9177345.93258442
2.68869399173314e-5,9176979.39082285
2.68790264625112e-5,9176612.74716246
2.68711130565414e-5,9176246.00151476
2.68631996985682e-5,9175879.15377764
2.68552863877468e-5,9175512.20384936
2.68473731232417e-5,9175145.15162855
2.68394599042266e-5,9174777.99701421
2.6831546730157e-5,9174410.7399197
2.68236335999521e-5,9174043.38023077
2.6815720512813e-5,9173675.91784756
2.68078074682223e-5,9173308.35268451
2.6799894465127e-5,9172940.68462852
2.67919815027557e-5,9172572.91358083
2.67840685806178e-5,9172205.03945699
2.67761556976881e-5,9171837.06214502
2.67682428532226e-5,9171468.98154728
2.67603300462153e-5,9171100.79755258
2.67524172762114e-5,9170732.51007794
2.67445045422236e-5,9170364.11901291
2.67365918435444e-5,9169995.62426135
2.67286791794754e-5,9169627.02572747
2.67207665490572e-5,9169258.32330197
2.671285395161e-5,9168889.51688984
2.67049413864627e-5,9168520.60639642
2.6697028852684e-5,9168151.59171354
2.66891163496213e-5,9167782.47274732
2.66812038763621e-5,9167413.24939035
2.66732914322721e-5,9167043.9215495
2.6665379016726e-5,9166674.48913196
2.66574666288388e-5,9166304.95203151
2.66495542677355e-5,9165935.31014227
2.66416419328182e-5,9165565.5633726
2.66337296232303e-5,9165195.7116174
2.66258173381247e-5,9164825.75477196
2.66179050769311e-5,9164455.69274577
2.66099928388209e-5,9164085.52543488
2.66020806229749e-5,9163715.25273572
2.65941684285836e-5,9163344.87454515
2.65862562551132e-5,9162974.39077413
2.65783441017724e-5,9162603.80132028
2.65704319677794e-5,9162233.10608155
2.65625198523617e-5,9161862.30495632
2.65546077547562e-5,9161491.39784333
2.65466956742093e-5,9161120.38464172
2.65387836099767e-5,9160749.26525102
2.65308715615885e-5,9160378.03958486
2.65229595280536e-5,9160006.7075298
2.65150475086557e-5,9159635.26898652
2.65071355026878e-5,9159263.72385607
2.64992235094522e-5,9158892.07203993
2.64913115282604e-5,9158520.31343991
2.64833995581692e-5,9158148.44794454
2.6475487598773e-5,9157776.47547013
2.64675756491475e-5,9157404.395906
2.64596637086416e-5,9157032.20915551
2.64517517763505e-5,9156659.91510878
2.6443839851642e-5,9156287.51366998
2.64359279338932e-5,9155915.00474366
2.64280160224903e-5,9155542.38823476
2.64201041165662e-5,9155169.66403494
2.64121922152637e-5,9154796.83203629
2.64042803179975e-5,9154423.89214493
2.63963684241913e-5,9154050.84426734
2.63884565330162e-5,9153677.68829679
2.63805446436531e-5,9153304.42412695
2.6372632755554e-5,9152931.05166547
2.63647208681797e-5,9152557.57082042
2.63568089804786e-5,9152183.98147304
2.63488970919307e-5,9151810.28353217
2.63409852017644e-5,9151436.47689346
2.63330733094781e-5,9151062.56146653
2.63251614140593e-5,9150688.53713424
2.63172495150252e-5,9150314.403807
2.63093376116425e-5,9149940.16138204
2.63014257031873e-5,9149565.809757
